epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
37,263.268,0,1,1,0,0.0012872,0.0012872,0.0012872
38,269.96,0,1,1,0,0.0012674,0.0012674,0.0012674
39,276.405,0,1,1,0,0.0012476,0.0012476,0.0012476
40,283.031,0,1,1,0,0.0012278,0.0012278,0.0012278
41,289.784,0,1,1,0,0.001208,0.001208,0.001208
42,296.421,0,1,1,0,0.0011882,0.0011882,0.0011882
43,303.072,0,1,1,0,0.0011684,0.0011684,0.0011684
44,309.764,0,1,1,0,0.0011486,0.0011486,0.0011486
45,316.299,0,1,1,0,0.0011288,0.0011288,0.0011288
46,322.903,0,1,1,0,0.001109,0.001109,0.001109
47,329.594,0,1,1,0,0.0010892,0.0010892,0.0010892
48,336.365,0,1,1,0,0.0010694,0.0010694,0.0010694
49,342.935,0,1,1,0,0.0010496,0.0010496,0.0010496
50,349.793,0,1,1,0,0.0010298,0.0010298,0.0010298
51,356.537,0,1,1,0,0.00101,0.00101,0.00101
52,363.219,0,1,1,0,0.0009902,0.0009902,0.0009902
53,369.758,0,1,1,0,0.0009704,0.0009704,0.0009704
54,376.609,0,1,1,0,0.0009506,0.0009506,0.0009506
55,383.281,0,1,1,0,0.0009308,0.0009308,0.0009308
56,390.337,0,1,1,0,0.000911,0.000911,0.000911
57,396.973,0,1,1,0,0.0008912,0.0008912,0.0008912
58,403.675,0,1,1,0,0.0008714,0.0008714,0.0008714
59,410.297,0,1,1,0,0.0008516,0.0008516,0.0008516
60,416.855,0,1,1,0,0.0008318,0.0008318,0.0008318
61,423.443,0,1,1,0,0.000812,0.000812,0.000812
62,430.124,0,1,1,0,0.0007922,0.0007922,0.0007922
63,436.895,0,1,1,0,0.0007724,0.0007724,0.0007724
64,443.541,0,1,1,0,0.0007526,0.0007526,0.0007526
65,450.228,0,1,1,0,0.0007328,0.0007328,0.0007328
66,456.956,0,1,1,0,0.000713,0.000713,0.000713
67,463.867,0,1,1,0,0.0006932,0.0006932,0.0006932
68,470.554,0,1,1,0,0.0006734,0.0006734,0.0006734
69,477.406,0,1,1,0,0.0006536,0.0006536,0.0006536
70,485.221,0,1,1,0,0.0006338,0.0006338,0.0006338
71,492.032,0,1,1,0,0.000614,0.000614,0.000614
72,498.681,0,1,1,0,0.0005942,0.0005942,0.0005942
73,505.258,0,1,1,0,0.0005744,0.0005744,0.0005744
74,511.858,0,1,1,0,0.0005546,0.0005546,0.0005546
75,518.937,0,1,1,0,0.0005348,0.0005348,0.0005348
76,526.133,0,1,1,0,0.000515,0.000515,0.000515
77,533.369,0,1,1,0,0.0004952,0.0004952,0.0004952
78,540.785,0,1,1,0,0.0004754,0.0004754,0.0004754
79,548.342,0,1,1,0,0.0004556,0.0004556,0.0004556
80,556.357,0,1,1,0,0.0004358,0.0004358,0.0004358
81,563.63,0,1,1,0,0.000416,0.000416,0.000416
82,571.021,0,1,1,0,0.0003962,0.0003962,0.0003962
83,578.449,0,1,1,0,0.0003764,0.0003764,0.0003764
84,585.612,0,1,1,0,0.0003566,0.0003566,0.0003566
85,592.546,0,1,1,0,0.0003368,0.0003368,0.0003368
86,599.56,0,1,1,0,0.000317,0.000317,0.000317
87,607.077,0,1,1,0,0.0002972,0.0002972,0.0002972
88,614.288,0,1,1,0,0.0002774,0.0002774,0.0002774
89,621.323,0,1,1,0,0.0002576,0.0002576,0.0002576
90,628.337,0,1,1,0,0.0002378,0.0002378,0.0002378
